"wikipedia_id","wiki_img_url","name","age","gender","ethnicity","type","party","state","wiki_img_labels","wiki_img_labelsconf","clothing_apparel","color_adjective","occupation","other","physicaltrait_body","wiki_img_labels_repl","wiki_img_labelsconf_repl","clothing_apparel_repl","color_adjective_repl","occupation_repl","other_repl","physicaltrait_body_repl"
"Joyce_Beatty","mc_images/Joyce_Beatty.jpg","Joyce Beatty",68,"Female","african_american","Representative","Democrat","OH","person, hairstyle, smile, outerwear, official, senior_citizen, spokesperson, television_presenter","0.9242449998855591, 0.8347099423408508, 0.8297901749610901, 0.7108412981033325, 0.683592677116394, 0.5686379075050354, 0.5217375755310059, 0.5148241519927979",1,0,3,1,3,"Smile, Microphone, Sleeve, Gesture, Flag_of_the_united_states, Blazer, Spokesperson, Flag, Collar, Official, Electric_blue, Jewellery, Event, Flag_Day_(USA), Pleased, Happy, Television_presenter, Wrinkle, Necklace, Button, Lipstick, Laugh, Formal_wear, White-collar_worker","0.9634852, 0.88525695, 0.8629673, 0.85125977, 0.81047064, 0.7818557, 0.77244717, 0.7672451, 0.72265816, 0.7208571, 0.71225834, 0.7026964, 0.70127225, 0.67473245, 0.65562326, 0.6520054, 0.6436442, 0.6355626, 0.6274724, 0.574449, 0.53399765, 0.52520955, 0.5172543, 0.5108356",8,3,4,5,4
"Juan_Vargas","mc_images/Juan_Vargas.jpg","Juan Vargas",57,"Male","hispanic","Representative","Democrat","CA","person, official, businessperson, suit, forehead, spokesperson, necktie, elder, smile, speaker, gentleman, speech, white_collar_worker, public_speaking","0.942713737487793, 0.8909996151924133, 0.7871641516685486, 0.7555534839630127, 0.7303040027618408, 0.7253738641738892, 0.667464554309845, 0.6269831657409668, 0.6088508367538452, 0.5898147225379944, 0.588599681854248, 0.5538533926010132, 0.5454188585281372, 0.5049943923950195",2,1,6,2,3,"Forehead, Smile, Chin, Organ, Flag, Dress_shirt, Gesture, Collar, Tie, Spokesperson, Suit, Blazer, Happy, Formal_wear, Event, Official, White-collar_worker, Pleased, Throat, Flag_of_the_united_states, Business, Wrinkle, Businessperson, Laugh","0.9846564, 0.9816887, 0.9660954, 0.9031917, 0.8640162, 0.8588128, 0.85260487, 0.8252829, 0.81975037, 0.80377716, 0.8003108, 0.7825492, 0.7664683, 0.7597656, 0.73428166, 0.72145635, 0.7113197, 0.6527388, 0.64171267, 0.6134834, 0.54916114, 0.5459522, 0.51266223, 0.5074163",7,2,6,3,6
"Judy_Chu","mc_images/Judy_Chu.jpg","Judy Chu",65,"Female","asian","Representative","Democrat","CA","smile, black_hair, product, girl, official","0.7121949195861816, 0.6932280659675598, 0.6554222106933594, 0.5980477929115295, 0.5040683746337891",0,0,1,1,3,"Smile, Hair, Head, Outerwear, Hairstyle, Eye, Lipstick, Flag_of_the_united_states, Red, Blazer, Happy, Electric_blue, Event, Sleeve, Fashion_design, Eyelash, Jewellery, Formal_wear, Flag, Flag_Day_(USA), Necklace, Official, Fashion_accessory, Makeover, Pattern","0.98300767, 0.9829006, 0.9721714, 0.95094657, 0.9509009, 0.9377939, 0.8892404, 0.82681334, 0.8019771, 0.7817211, 0.77605504, 0.75234216, 0.73840976, 0.70955503, 0.6788805, 0.67320424, 0.66907316, 0.6459919, 0.6398831, 0.6276173, 0.6179088, 0.6136891, 0.59841454, 0.59607726, 0.5533572",9,3,1,4,8
"Julia_Brownley","mc_images/Julia_Brownley.jpg","Julia Brownley",66,"Female","white","Representative","Democrat","CA","person, senior_citizen, official, outerwear, spokesperson, smile, elder, speaker, businessperson","0.9397697448730469, 0.8923280835151672, 0.8812008500099182, 0.776118814945221, 0.719813346862793, 0.6818903684616089, 0.6442865133285522, 0.6092569828033447, 0.5929722189903259",1,0,4,1,3,"Smile, Flag_of_the_united_states, Gesture, Sleeve, Pantsuit, Flag, Blazer, Official, Electric_blue, Event, Collar, Wrinkle, Flag_Day_(USA), Spokesperson, Jewellery, Suit, Formal_wear, Job, White-collar_worker, Employment, Elder, Button","0.97977674, 0.85262865, 0.85260487, 0.8481132, 0.79856586, 0.79333353, 0.78226274, 0.75622773, 0.7467247, 0.73641133, 0.728778, 0.7037785, 0.67907554, 0.6731523, 0.63895327, 0.6232239, 0.6208015, 0.5854396, 0.57693183, 0.5569334, 0.5277601, 0.5091143",9,1,5,5,2
"Justin_Amash","mc_images/Justin_Amash.jpg","Justin Amash",38,"Male","white","Representative","Republican","MI","official, suit, spokesperson, businessperson, speech, public_speaking, necktie, business, speaker","0.8903674483299255, 0.8301317095756531, 0.81766676902771, 0.7879071831703186, 0.6799012422561646, 0.6444194316864014, 0.5710240006446838, 0.5706753134727478, 0.5700520873069763",2,0,6,1,0,"Smile, Tie, Gesture, Flag_of_the_united_states, Collar, Flag, Dress_shirt, Blazer, Suit, Spokesperson, Official, Event, Flag_Day_(USA), Formal_wear, Electric_blue, White-collar_worker, Happy, Military_person, Government_agency, Business, Job, Military_rank, Businessperson","0.96135706, 0.8792249, 0.85260487, 0.84170413, 0.838351, 0.8376906, 0.8201542, 0.7827251, 0.7685337, 0.76375204, 0.7492536, 0.72916526, 0.72467285, 0.72076505, 0.6954066, 0.6898038, 0.6691791, 0.6315169, 0.5954202, 0.553527, 0.54793656, 0.5326315, 0.5159726",6,2,9,4,2
"Kamala_Harris","mc_images/Kamala_Harris.jpg","Kamala Harris",54,"Female","african_american, asian","Senator","Democrat","CA","hairstyle, suit, spokesperson, official, outerwear, long_hair, smile, businessperson, brown_hair, television_presenter, product","0.8568570017814636, 0.7615096569061279, 0.7514788508415222, 0.7259507179260254, 0.712861955165863, 0.699107825756073, 0.6756887435913086, 0.6634365916252136, 0.5411716103553772, 0.516409695148468, 0.5025903582572937",2,0,4,1,4,"Smile, Coat, Gesture, Microphone, Collar, Flag, Pantsuit, Blazer, Beauty, Event, Official, Flag_of_the_united_states, Spokesperson, Jewellery, Sleeve, Layered_hair, Formal_wear, Suit, White-collar_worker, Electric_blue, Necklace, Button, Employment, Uniform, Job","0.9721136, 0.87962204, 0.8526035, 0.8371424, 0.8047222, 0.802814, 0.7998096, 0.78270906, 0.7495611, 0.74114805, 0.73634684, 0.7339138, 0.73237747, 0.70555633, 0.69207776, 0.6854288, 0.65824664, 0.65798336, 0.6536783, 0.6500523, 0.6393133, 0.63268185, 0.6308267, 0.60595965, 0.59906167",11,2,5,4,3
"Karen_Bass","mc_images/Karen_Bass.jpg","Karen Bass",65,"Female","african_american","Representative","Democrat","CA","red, person, vision_care, shoulder, glasses, smile, elder, senior_citizen, official","0.9487670063972473, 0.9430058598518372, 0.8371396660804749, 0.8150978684425354, 0.8049824833869934, 0.7816207408905029, 0.5959768295288086, 0.5604631304740906, 0.5027005076408386",2,1,1,1,4,"Glasses, Smile, Vision_care, Sleeve, Gesture, Flag, Happy, Eyewear, Event, Electric_blue, Magenta, Flag_of_the_united_states, Fashion_design, Official, Wrinkle, Thumb, Fun, T-shirt, Sitting, Portrait_photography, Laugh","0.97609407, 0.9630638, 0.9034097, 0.8702674, 0.85260487, 0.84330374, 0.7991662, 0.7606897, 0.72409374, 0.70661163, 0.65763474, 0.635104, 0.63331956, 0.58670175, 0.5618375, 0.56137395, 0.55647844, 0.53851724, 0.5335776, 0.51731265, 0.51368463",7,5,1,4,4
"Karen_Handel","mc_images/Karen_Handel.jpg","Karen Handel",56,"Female","white","Representative","Republican","GA","spokesperson, beauty, official, hairstyle, smile, television_presenter, speaker, outerwear, businessperson, public_speaking, long_hair, newscaster","0.8668875098228455, 0.8518041372299194, 0.8420584797859192, 0.8025252223014832, 0.7587799429893494, 0.7118958830833435, 0.7080954313278198, 0.6981602311134338, 0.6855958700180054, 0.6638486981391907, 0.5989250540733337, 0.5372344851493835",1,0,7,0,4,"Head, Chin, Outerwear, Coat, Microphone, Gesture, Sleeve, Spokesperson, Flag_of_the_united_states, Blazer, Flag, Official, Event, Electric_blue, Jewellery, Smile, White-collar_worker, Speech, Necklace, Employment, Lipstick, Public_speaking, Job, Suit, Flag_Day_(USA)","0.9717542, 0.96612453, 0.9511065, 0.8819825, 0.87896305, 0.85260487, 0.8252621, 0.81816894, 0.8078317, 0.78273183, 0.7791195, 0.7546727, 0.7461919, 0.73389435, 0.7265908, 0.70873904, 0.70786947, 0.6905753, 0.67800426, 0.6739258, 0.67192477, 0.6689711, 0.6647162, 0.66212326, 0.642626",7,1,6,6,5
"Katherine_Clark","mc_images/Katherine_Clark.jpg","Katherine Clark",55,"Female","white","Representative","Democrat","MA","human_hair_color, blazer, beauty, outerwear, suit, hairstyle, blond, shoulder, businessperson, official, smile, senior_citizen, spokesperson, formal_wear","0.9032142758369446, 0.8726620078086853, 0.8514280319213867, 0.8420509099960327, 0.8099632263183594, 0.8080675005912781, 0.7703915238380432, 0.7629223465919495, 0.7531028985977173, 0.7120073437690735, 0.6601434946060181, 0.6017937660217285, 0.5908219218254089, 0.505312979221344",4,0,3,0,7,"Clothing, Smile, Hairstyle, Facial_expression, Coat, Sleeve, Gesture, Collar, Suit, Blazer, Formal_wear, White-collar_worker, Necklace, Electric_blue, Jewellery, Event, Button, Makeover, Official, Blond, Fashion_design, Employment, Uniform, Layered_hair, Bangs","0.987254, 0.9698019, 0.9509009, 0.9323682, 0.9084517, 0.87244844, 0.8525501, 0.8315203, 0.7834647, 0.78277904, 0.7824056, 0.7621174, 0.7551653, 0.75185573, 0.7447419, 0.73521596, 0.7325941, 0.72504526, 0.71413004, 0.7092754, 0.620846, 0.61050814, 0.6054985, 0.6044614, 0.59474355",12,2,3,1,7
"Kathleen_Rice","mc_images/Kathleen_Rice.jpg","Kathleen Rice",53,"Female","white","Representative","Democrat","NY","person, chin, hairstyle, smile, blond, long_hair, television_presenter, spokesperson, brown_hair, layered_hair, iris","0.9316582679748535, 0.8919211030006409, 0.8514530062675476, 0.8462461829185486, 0.8075789213180542, 0.6638986468315125, 0.6497806310653687, 0.6492608189582825, 0.6116093397140503, 0.5909196734428406, 0.507366955280304",0,0,2,1,8,"Smile, Flag, Flag_of_the_united_states, Electric_blue, Happy, Official, Event, Flag_Day_(USA), Pleased, Government_agency, Jewellery, Layered_hair, Spokesperson, Holiday","0.9777923, 0.8657217, 0.84573656, 0.7404123, 0.7080161, 0.70772845, 0.70704925, 0.66121244, 0.6489624, 0.5557366, 0.5525031, 0.53364384, 0.53355485, 0.5194058",1,3,3,5,2
"Kathy_Castor","mc_images/Kathy_Castor.jpg","Kathy Castor",52,"Female","white","Representative","Democrat","FL","official, spokesperson, outerwear, speaker, public_speaking, smile, businessperson","0.8599950671195984, 0.8535963892936707, 0.7401050925254822, 0.6949259042739868, 0.5739353895187378, 0.539340078830719, 0.5193803310394287",1,0,5,0,1,"Smile, Sleeve, Coat, Gesture, Spokesperson, Flag_of_the_united_states, Flag, Blazer, Event, Jewellery, Necklace, Official, Suit, Employment, White-collar_worker, Flag_Day_(USA), Electric_blue, Speech, Pleased, Public_speaking, Job, Television_presenter, Lipstick, Formal_wear, Businessperson","0.975395, 0.8676211, 0.8530836, 0.85258603, 0.82101184, 0.79848397, 0.78381854, 0.78276515, 0.7424289, 0.738745, 0.7287177, 0.7260374, 0.69289786, 0.6711942, 0.66450703, 0.65997005, 0.658679, 0.65649, 0.654174, 0.6517628, 0.6479487, 0.6104008, 0.5959888, 0.54824436, 0.52417153",7,2,8,5,3
"Kay_Granger","mc_images/Kay_Granger.jpg","Kay Granger",75,"Female","white","Representative","Republican","TX","person, chin, official, hairstyle, blond, cheek, forehead, businessperson, smile, portrait, iris, portrait_photography, spokesperson","0.9420293569564819, 0.8692769408226013, 0.8104924559593201, 0.8087517619132996, 0.7591476440429688, 0.7488048076629639, 0.7299343347549438, 0.716901421546936, 0.7098665833473206, 0.6442699432373047, 0.570314884185791, 0.542592465877533, 0.5111762285232544",0,0,3,3,7,"Forehead, Smile, Chin, Hairstyle, Eyebrow, Eye, Iris, Wings, Collar, Blazer, Wrinkle, Body_jewelry, Jewellery, Official, Pleased, Makeover, White-collar_worker, Portrait_photography, Portrait, Necklace, Crop, Embellishment, Fashion_accessory, Elder","0.9846564, 0.97552425, 0.9666085, 0.9509009, 0.9465471, 0.93691146, 0.8434636, 0.8274368, 0.8119603, 0.7758259, 0.7744982, 0.715212, 0.69493586, 0.68149024, 0.64944893, 0.6369048, 0.6104362, 0.59998125, 0.59633666, 0.5878398, 0.54964787, 0.53158486, 0.5150403, 0.51133454",8,1,2,4,9
"Keith_Ellison","mc_images/Keith_Ellison.jpg","Keith Ellison",55,"Male","african_american","Representative","Democrat","MN","official, necktie, suit, businessperson, elder, speaker, spokesperson, business, gentleman","0.8865240216255188, 0.870648980140686, 0.7948309183120728, 0.7818655371665955, 0.740911066532135, 0.625536322593689, 0.5446129441261292, 0.5301473736763, 0.5086862444877625",2,1,5,0,1,"Forehead, Glasses, Chin, Dress_shirt, Tie, Smile, Gesture, Flag, Collar, Suit, Blazer, Flag_of_the_united_states, Formal_wear, Official, Event, White-collar_worker, Electric_blue, Throat, Spokesperson, Eyewear, Flag_Day_(USA), Business, Businessperson, Government_agency","0.9846564, 0.97284317, 0.96676695, 0.9064188, 0.8783289, 0.87392604, 0.85260487, 0.8411457, 0.8401754, 0.8132639, 0.78226095, 0.7697324, 0.7632964, 0.7396502, 0.71531844, 0.7116671, 0.6814757, 0.6577285, 0.61642295, 0.6084019, 0.571538, 0.5374206, 0.5174648, 0.51699275",8,1,6,4,5
"Keith_Rothfus","mc_images/Keith_Rothfus.jpg","Keith Rothfus",56,"Male","white","Representative","Republican","PA","person, official, chin, necktie, vision_care, glasses, forehead, businessperson, elder, spokesperson, suit, gentleman, speaker, senior_citizen","0.932037353515625, 0.8831294775009155, 0.8393950462341309, 0.8028271198272705, 0.7951428294181824, 0.7533102631568909, 0.7454671859741211, 0.7415396571159363, 0.7378509044647217, 0.6691560745239258, 0.6410043835639954, 0.5975186228752136, 0.5431747436523438, 0.5149269700050354",4,1,4,1,4,"Forehead, Glasses, Chin, Vision_care, Eyebrow, Smile, Dress_shirt, Tie, Gesture, Flag, Collar, Eyewear, Blazer, Flag_of_the_united_states, Comb_over, Suit, Official, White-collar_worker, Event, Throat, Formal_wear, Flag_Day_(USA), Military_person, Electric_blue, Spokesperson","0.9846564, 0.98107487, 0.96701676, 0.9442748, 0.9365201, 0.91066474, 0.8894734, 0.8683143, 0.85260487, 0.8491647, 0.83973765, 0.82545966, 0.78261155, 0.7730531, 0.7490977, 0.7435299, 0.7252947, 0.7125752, 0.70349497, 0.6979051, 0.69505143, 0.6488263, 0.6138418, 0.6080461, 0.588757",9,1,4,4,7
"Ken_Buck","mc_images/Ken_Buck.jpg","Ken Buck",59,"Male","white","Representative","Republican","CO","official, businessperson, spokesperson, suit, public_speaking, speaker, speech, elder","0.8918130993843079, 0.7580808401107788, 0.7498694658279419, 0.6926997303962708, 0.6568160057067871, 0.6342492699623108, 0.6227272152900696, 0.5521950125694275",1,0,5,1,1,"Smile, Tie, Gesture, Flag_of_the_united_states, Collar, Dress_shirt, Blazer, Flag, Spokesperson, Official, Event, Suit, Formal_wear, Electric_blue, Flag_Day_(USA), Government_agency, Job, Cloud, White-collar_worker, Sky, Military_person, Wrinkle, Employment, Businessperson, Business","0.963561, 0.8707099, 0.85260487, 0.8492877, 0.8363542, 0.826848, 0.78268856, 0.7810619, 0.7749365, 0.73785275, 0.73424184, 0.7330345, 0.71417606, 0.70249844, 0.6868597, 0.671424, 0.6572335, 0.647212, 0.6226666, 0.5492171, 0.5415625, 0.5394417, 0.5269395, 0.5140576, 0.5107317",7,1,9,6,2
"Ken_Calvert","mc_images/Ken_Calvert.jpg","Ken Calvert",65,"Male","white","Representative","Republican","CA","person, chin, forehead, official, eyebrow, businessperson, cheek, elder, senior_citizen, smile, spokesperson, speaker, jaw","0.9534780383110046, 0.9147979617118835, 0.8924846053123474, 0.8840349912643433, 0.8550642728805542, 0.7606549859046936, 0.7555644512176514, 0.7478657364845276, 0.6980383396148682, 0.6666994094848633, 0.608936071395874, 0.5818631052970886, 0.5512564182281494",0,0,4,1,8,"Forehead, Smile, Chin, Tie, Collar, Suit, Flag, Blazer, Official, Comb_over, Throat, Wrinkle, White-collar_worker, Formal_wear, Event, Pleased, Happy, Dress_shirt, Flag_of_the_united_states","0.9846564, 0.9816768, 0.96680546, 0.8329901, 0.8244294, 0.79763216, 0.774479, 0.75472504, 0.7132717, 0.70282346, 0.698257, 0.67809594, 0.67604923, 0.6695181, 0.6661649, 0.65537333, 0.61862546, 0.5187603, 0.51664144",7,2,2,3,5
"Kenny_Marchant","mc_images/Kenny_Marchant.jpg","Kenny Marchant",67,"Male","white","Representative","Republican","TX","official, businessperson, speaker, elder, spokesperson, suit, speech, senior_citizen, business, public_speaking","0.8916710615158081, 0.7768160700798035, 0.7163019180297852, 0.7021369338035583, 0.6857340335845947, 0.6370530724525452, 0.6340875625610352, 0.6329434514045715, 0.5824066996574402, 0.5761445760726929",1,0,6,1,2,"Glasses, Tie, Dress_shirt, Gesture, Flag, Flag_of_the_united_states, Collar, Smile, Spokesperson, Blazer, Suit, Event, Official, Wrinkle, Flag_Day_(USA), Public_speaking, Formal_wear, Government_agency, Speech, Businessperson, Portrait_photography","0.98119336, 0.88034904, 0.87692374, 0.85260487, 0.84569246, 0.8374213, 0.8367121, 0.78540576, 0.78355515, 0.782509, 0.77905065, 0.73657936, 0.7362824, 0.6773232, 0.6729893, 0.6489356, 0.5920271, 0.58984435, 0.58855504, 0.50511867, 0.5013497",8,0,5,6,2
"Kevin_Brady","mc_images/Kevin_Brady.jpg","Kevin Brady",63,"Male","white","Representative","Republican","TX","official, businessperson, suit, speech, spokesperson, speaker, public_speaking, elder, gentleman, business","0.886788547039032, 0.7674386501312256, 0.7423535585403442, 0.7283359169960022, 0.7265083193778992, 0.7076054811477661, 0.6788603663444519, 0.6594557166099548, 0.5557129383087158, 0.5479633212089539",1,1,6,1,1,"Smile, Tie, Human_body, Dress_shirt, Flag, Gesture, Collar, Suit, Flag_of_the_united_states, Blazer, Official, Event, Formal_wear, Flag_Day_(USA), Electric_blue, Pleased, White-collar_worker, Spokesperson, Job, Wrinkle, Government_agency, Business, Sleeve","0.9066617, 0.9063807, 0.8837498, 0.86557853, 0.8467588, 0.8391739, 0.83436877, 0.8249889, 0.79650885, 0.78256285, 0.75752795, 0.7282597, 0.66944605, 0.65104485, 0.6487929, 0.64689565, 0.6161847, 0.5870169, 0.5554091, 0.5433635, 0.53322923, 0.5095627, 0.5079473",8,2,6,4,3
"Kevin_Cramer","mc_images/Kevin_Cramer.jpg","Kevin Cramer",57,"Male","white","Representative","Republican","ND","suit, official, necktie, businessperson, spokesperson, elder, speaker, speech, public_speaking, formal_wear, gentleman, tuxedo","0.9106000065803528, 0.8904477953910828, 0.8086733818054199, 0.7715039253234863, 0.7697981595993042, 0.6762962341308594, 0.6694305539131165, 0.6442219614982605, 0.6306947469711304, 0.6081094741821289, 0.5996437072753906, 0.5338062047958374",4,1,5,1,1,"Glasses, Smile, Flag, Tie, Dress_shirt, Gesture, Collar, Flag_of_the_united_states, Spokesperson, Blazer, Suit, Official, Event, Happy, Formal_wear, Flag_Day_(USA), White-collar_worker, Electric_blue, Wrinkle, Government_agency, Job, Military_person, Eyewear, Speech, Businessperson","0.98097533, 0.9707662, 0.89625186, 0.8842818, 0.88117576, 0.85260487, 0.8396373, 0.8358124, 0.80090284, 0.782746, 0.77796614, 0.7475652, 0.7370613, 0.7288993, 0.7278743, 0.679663, 0.6699725, 0.6480974, 0.6009542, 0.59574646, 0.581692, 0.577664, 0.562063, 0.53566396, 0.5102378",9,2,7,5,2
"Kevin_McCarthy_(California_politician)","mc_images/Kevin_McCarthy_(California_politician).jpg","Kevin McCarthy",53,"Male","white","Representative","Republican","CA","person, suit, official, businessperson, formal_wear, gentleman, elder, spokesperson, speaker, tuxedo, smile, necktie, white_collar_worker, speech, business","0.9269980788230896, 0.9022619724273682, 0.8902111053466797, 0.7910165190696716, 0.7459797859191895, 0.6928836703300476, 0.6783782243728638, 0.6584328413009644, 0.6184082627296448, 0.6108579039573669, 0.5384520292282104, 0.5304723381996155, 0.5282588005065918, 0.5251836776733398, 0.5103623867034912",4,1,6,2,2,"Forehead, Smile, Chin, Tie, Collar, Flag, Dress_shirt, Flag_of_the_united_states, Suit, Blazer, Official, Event, White-collar_worker, Formal_wear, Throat, Electric_blue, Flag_Day_(USA), Wrinkle, Comb_over, Businessperson, Business","0.9846564, 0.9677817, 0.9663074, 0.83585376, 0.83361757, 0.81949246, 0.81620646, 0.80134916, 0.7951496, 0.7823048, 0.7539708, 0.7162278, 0.71616197, 0.7128566, 0.6984272, 0.6827089, 0.6444651, 0.5634683, 0.548129, 0.527915, 0.5251531",7,1,4,4,5
